,Returns,Volatility
BMY,-1.1315324435166776,-0.9929031537589795
BR,0.4415211466733599,-1.0004589575539928
BRO,-0.2222542131728262,-1.0930114617905369
BSX,0.1454604182611415,-0.17766850924000865
BWA,-0.30174897714181015,0.5132203079760413
BX,1.3099415517823276,1.082346108250411
BXP,-1.2054789026496773,0.18739770584644297
C,-1.0401435960809773,1.7347289507413606
CAG,-1.1282278290975567,-0.9901419096475874
CAH,-0.7646530645083826,-0.436718957269286
CAT,0.025932819911756992,-0.05314333371006665
CB,-0.5542802968350271,-0.8841347078512788
CBRE,1.758370560596026,1.7176595564416202
CCI,-0.22654447706730316,-0.6818339994009827
CCL,-0.9490555393359122,2.023751490807853
CDNS,2.0714701875345947,0.0703388145971501
CE,0.7709793847422164,0.6197528742042432
CF,0.552499637036827,1.014555401857944
CHD,-0.28334639881340423,-1.385586552162076
CHRW,-1.3513872051608904,-0.7338246795824716
CI,0.9091327937094023,0.05548563038920701
CINF,-0.5914963651737545,-0.5297680786178544
CL,-1.2300428089459112,-1.5786204613789878
CLX,-1.0914282777278423,-1.2603998449841107
CMA,-0.12388644786610774,1.2229460493295194
CMCSA,-0.3485233475439858,-0.6631956111093318
CME,-0.3019509653495549,-0.4200780298437951
CMG,1.6766390373685853,0.4223781194678948
CMI,0.2987675092982754,0.15810039054495917
CMS,-0.45887653176913906,-1.358835566531021
CNC,1.0452193151187275,0.6039008505549702
CNP,-1.101928274980786,-0.7915693282845673
COF,0.1942742617183163,1.3397716180700947
COO,0.8711940834013309,-0.42972785579256306
COP,-0.5434254004599948,0.32764663648071973
COR,0.30306116536373007,-0.8136235746503166
COST,0.25820599684141726,-1.2605624193690046
CPB,-1.553607895698373,-1.1904655201315348
CPRT,1.0849360627417837,-0.6594936739434308
CPT,-0.5584047470672664,-0.20474580777007684
CRL,0.3407188166936944,0.021408613387256407
CRM,1.6299970366722227,0.6483833670943062
CSCO,-0.7893905056504863,-0.5622848079205129
CSGP,1.2213146349762947,-0.052001740920533626
CSX,0.2614933499884025,-0.17959483573126772
CTAS,0.9913621016586613,-0.7312788844042828
CTRA,-0.08698071005927566,0.9784689868235382
CTSH,0.17506584294895416,-0.15378345282123138
CVS,-0.9191347725065045,-0.7717224204466702
CVX,-1.1299355764561567,-0.512365779253184
D,-1.6596888514067711,-1.2796488490974152
DAL,0.14372860045021885,1.5211859429730938
DD,-0.30652042032015775,0.3713986202913598
DE,0.32460403144570393,-0.15012702238549142
DFS,0.9389027294117563,0.9629966725377348
DGX,-0.9781539018955271,-1.0019008269997187
DHI,1.3507050796111968,0.9779157109501636
DHR,0.3132431344104028,-0.9819540910405533
DIS,-0.5557099354962944,-0.5355696800470927
DLR,-0.3213507916586641,-0.17851578342458913
DLTR,0.41208822069577467,-0.1264304821362429
DOV,-0.09647423385390638,-0.43016942870136315
DPZ,2.232034691486125,0.07050028754694487
DRI,0.1238861874224249,0.24765494684240327
DTE,-0.8039853575381464,-1.2544077847847876
DUK,-1.3290868421312834,-1.48685487670603
DVA,-0.35517644624868655,-0.3407328815655467
DVN,-1.176475187390852,1.704116613094226
DXCM,3.626322842682263,1.9982466453144667
EA,0.32895888513613813,0.22594137167229306
EBAY,0.11703687608097112,-0.0472078289562343
ECL,-0.3429848602733135,-0.9404812451316258
ED,-1.2249480390696121,-1.4981259787578185
EFX,0.12791822901714797,-0.5722054831090485
EG,-0.44365949155516665,-0.8001359164038495
EIX,-1.1431968593592678,-0.8751103351371871
EL,0.32241988491275014,-0.15863357448982518
ELV,0.4102377493924992,-0.26133235823097245
EMN,-0.07416566596990426,0.057243468746835606
EMR,-0.8890311868537517,-0.49547585671934896
EOG,-0.1252178342027737,0.8963122126459324
EQIX,0.679693733744644,-0.0968979054974913
EQR,-0.8494010799045829,-0.03469834766636291
EQT,-0.36171311350924107,1.461338462008714
ES,-1.0845563202323785,-1.2166116672383434
ESS,-0.6421826045504931,-0.4181098370130341
ETN,0.26456711735463345,-0.2864167305344218
ETR,-1.7165827344169842,-1.1456616247522013
EVRG,-1.080342731869426,-1.1938434684473747
EW,0.8663634784213862,-0.007581552792059906
EXC,-1.9266132707285537,-0.9604910209732653
EXPD,-0.6034563393210037,-0.6555690019209811
EXPE,0.9885734201765888,1.6053705190973102
EXR,0.8430988307849373,-0.11739379052587198
F,0.029631326896075567,0.6547731117720954
FAST,-0.017518449401035006,-0.4333534879312892
FCX,0.44362712771847257,2.325273340735967
FDS,0.2315574829671953,-0.717259797062535
FDX,-0.3774082204313308,-0.05101653105402671
FE,-2.069470077257903,-0.8372510000966733
FFIV,0.3550233832305131,0.38198976699303805
FI,0.44730620190872616,-0.8963543035579116
FICO,2.255490011404164,0.5222483125526355
FIS,-0.6034653286930852,-0.4956865652076913
FITB,0.7538388809967899,2.518599090449872
FMC,-0.5313614750988245,-0.011661493979693705
FRT,-1.0912599682244482,-0.15665791879276314
FSLR,-0.24023784897908648,2.666628382295207
GD,-0.5859583554675093,-1.0099262382040186
GE,-1.2608060426629597,0.2305911814261541
GEN,-1.0022255990998379,0.26456186717798547
GILD,-0.6845114445008655,-0.49077604682030274
GIS,-1.2681519853482934,-1.4461475440446219
GL,-0.07298520810540862,-0.22013979550337948
GLW,-0.6408734773224317,-0.02172951481446519
GOOG,0.727829705770764,-0.5023965949126508
GOOGL,0.7138923246751734,-0.5071639847660587
GPC,-0.6994042899643073,-0.8138503954509524
GPN,0.13705590003466273,-0.1795698122464383
GRMN,-0.090533453886401,-0.1408233026782173
GS,-0.26969910395409263,0.019900498913447272
GWW,0.2778570420550203,-0.5622888546148779
HAL,-0.40093844090703024,1.4432707222923449
HAS,-1.141492305313619,-0.15886141455938166
HBAN,-0.0929418096720875,2.285278066243087
HD,0.45544992561108033,-0.8704834815963943
HES,-0.28690118574532975,1.1720043310869088
HIG,0.45817882471780846,1.6023266995561383
HOLX,-0.08365496274907065,-0.1664142652159874
HON,-0.21807184610696312,-0.8588214527752723
HPQ,-0.9253562493684544,0.27950062777224266
HRL,-0.6964616629975429,-1.34037708479131
HSIC,-0.41069120073483933,-0.8574384225809072
HST,-0.2519269283200537,1.1183364921279566
HSY,-0.47071775544359673,-1.3293606726879934
HUBB,0.20324753207642612,-0.5615193953279467
HUM,0.6421135175872803,0.06319063597687839
IBM,-1.28716032828341,-1.0775469174565218
ICE,0.15528604706709367,-0.4821805773154022
IDXX,1.3199882615150182,-0.28955652136326954
IEX,0.05944509061907537,-0.7760980863942372
IFF,-0.864316510590806,-0.5465805764985004
ILMN,0.3968166511087558,1.3666389168609492
INCY,1.5564103397167937,1.6363620773952037
INTC,-0.5801530663947833,-0.11666831871578702
INTU,1.098425715736194,-0.27942295250828253
IP,-0.3665859913887969,0.4513647463337537
IPG,0.4490552084837859,0.45367243099165083
IRM,-0.70175229637144,-0.3082202614875729
ISRG,1.2569844439779827,0.25070741298400623
IT,1.1409926120672897,-0.2012926341733849
ITW,-0.10855888992546983,-0.8400154263507533
IVZ,-0.9583105045250855,0.9767852735478918
J,-0.7713251070998123,-0.05968746671123397
JBHT,0.037041755604929415,-0.46834526637792173
JBL,1.3192685179683803,1.0425643096250121
JCI,-0.39948738181136306,-0.5814982146592629
JKHY,-0.02120531883370359,-1.072223189227567
JNJ,-1.1637018218781956,-1.7505880521367037
JNPR,-1.0807944804713963,0.1686067689777113
JPM,0.07361404549935954,0.2906427945504386
K,-1.6710024823497693,-1.4492263065042323
KDP,-0.4841038298274441,-0.0037756339532797455
KEY,-0.4047389965179768,1.5822600849517714
KIM,-1.096496205758656,0.892046338045445
KLAC,1.4344742033499542,0.5813779772230602
KMB,-1.2132031266632812,-1.5597932683457725
KMX,0.678728263358539,0.8112294439595957
KO,-1.1554347644619951,-1.65611036017708
KR,-0.6660658035003321,-0.6170758919094937
L,-1.0125959290823054,-0.6718231346496938
LDOS,-1.0072864379766044,-0.47742881827810013
LEN,1.3328170799578503,1.4009815184428962
LH,-0.5885094411645462,-0.87187178205935
LHX,-0.2521494604851177,-0.5746737015951993
LIN,-0.264615950371816,-1.0682834361380231
LKQ,0.21534770794463032,0.06664924616447068
LLY,0.5206474386484928,-0.836385807433723
LMT,-0.41860738062836095,-1.1269935373522633
LNT,-0.8254284543283178,-1.3243324181435583
LOW,0.28273274338122995,-0.34591890724760055
LRCX,1.815969666342252,0.8642566327729191
LULU,3.1702303117423853,1.4268526732710127
LUV,-0.39218780863411384,0.35298536474055764
LVS,0.93952541911184,2.138804020683091
LYV,1.4054462545430164,1.2870029162323806
MA,1.199450136188217,-0.29912709263048076
MAA,-0.4838619279501684,-0.4445928539936033
MAR,0.6037212696496106,0.16656696334303905
MAS,0.2983925101481918,0.6450989413681565
MCD,-0.63564115849272,-1.50912610068356
MCHP,0.40806742011323305,0.19226427813527155
MCK,0.4044114624920022,-0.5582224660192188
MCO,0.8926697534204981,-0.01864962306909917
MDLZ,-1.006982665078473,-1.1028755314148444
MDT,-1.0368730023842274,-0.9936464473153621
MET,-0.5879178479482203,0.7906952429826747
MGM,0.7050430642761052,2.8812969457185886
MHK,-0.40772839560331126,1.0192530757221931
MKC,-0.6518509428717327,-1.3022547662635535
MKTX,1.7238742114466326,0.6716588928596163
MLM,-0.20425810191651314,0.027518000748605425
MMC,-0.13494348077680135,-1.205168409029744
MMM,-1.3021176689020304,-1.020340013317765
MNST,1.0465993761990773,0.04094727058045187
MO,-1.0587963558095819,-1.3082054271642398
MOH,1.7801498411798018,0.9909005741607029
MOS,-1.0044112193733081,1.3539358828658794
MPWR,2.150372841028084,1.1050327848354025
MRK,-0.7113144821360207,-1.1397089155370588
MRO,-0.42612033316728176,1.8444876057119062
MS,0.22152418827881956,0.8820758782310986
MSCI,1.4818563703097458,0.025452177407282756
MSFT,0.7545757523963424,-0.5821438232101003
MSI,0.7607411527340697,-0.41578402560369654
MTB,-0.650752829593101,0.2356810854036187
MTCH,0.6329772561779196,1.0223699387373697
MTD,0.7915255208408152,-0.43961273377783344
MU,2.099612382607441,2.0311689519225435
NDAQ,-0.05747424267119374,-0.3198914958379039
NDSN,0.7609594823650099,-0.014753511758581413
NEE,-0.5432564228072914,-1.1539794552948908
NEM,-1.3029144075836931,0.5194371819555827
NFLX,3.437942400729378,2.237121688667676
NI,-0.28311406366537145,-1.0091771619800858
NKE,0.09916933887688555,-0.4220924612890539
NOC,0.19821907286077337,-0.926645318749346
NRG,-0.682907483590309,0.5163022756823162
NSC,-0.3070446323271164,-0.37019219926582525
NTAP,0.13176539081857308,0.3785945014457185
NTRS,-1.1445734668385497,-0.019233330774247732
NUE,-0.3186076598967192,0.2739553847611701
NVDA,3.764878391976875,1.6671541703766177
NVR,0.7260551258790995,-0.07606155975562567
O,-0.78464290981592,-0.4266891362028277
ODFL,1.829799847570108,0.07741708350228774
OKE,0.18810637969014798,0.7365450624556789
OMC,-0.786074425325436,-0.6956308445431506
ON,1.7794762068784082,1.6844575050986823
ORCL,-0.22603808310132284,-0.5779805862390776
ORLY,1.209733883093485,-0.597642622030173
OXY,-0.917943149521301,1.3526126508356096
PARA,-0.4419752634167387,1.5751152547419465
PAYX,-0.5587275735215596,-1.0083595363685565
PCAR,-0.3199129730670669,-0.3333172609186145
PCG,-1.2737725303110303,2.0436126757590376
PEAK,-1.6249542541425661,0.11949637873149606
PEG,-1.2932218945428833,-1.213848399104145
PEP,-1.0130676896403072,-1.6553119901811035
PFE,-1.3908999976194985,-1.0746903488606852
PFG,0.017006374221522434,1.235292542728991
PG,-1.2368367901672341,-1.6358307388683018
PGR,0.24565181167545044,-0.82799267793346
PH,0.4211782022279752,-0.06390201941267148
PHM,0.7587486106880657,1.199687208011618
PKG,0.5196330142005888,-0.11139251774651793
PLD,0.15101669869554663,0.458969209265331
PM,-1.217533935368602,-1.147002678902432
PNC,-0.22503375950971186,0.779177290131867
PNR,-0.3915719440618919,-0.2280583919810259
PNW,-1.2237847035693354,-1.21667398475045
PODD,2.1828672680841934,2.023187511422689
POOL,1.0403562416138359,-0.060650763763953675
PPG,-0.07816621226703532,-0.5703803211421432
PPL,-1.927897274491042,-1.1230681503836368
PRU,-0.009180362454106722,1.1929540524311573
PSA,-0.4768669896275676,-0.6034230860946053
PTC,0.7998260028146202,0.3368899746013132
PWR,0.5175445871500693,0.2624865465404181
PXD,1.113610997618164,1.2891469636318977
QCOM,-0.33787503276471825,0.13801084012728324
RCL,1.3881864016062981,2.4987763257154922
REG,-1.054778874106402,0.2575547349731327
REGN,2.129535543670894,0.9640338625458424
RF,0.02060997781400566,2.0278374685017404
RHI,-0.297625815246702,0.05520087077561555
RJF,0.5200881466612434,0.3932841035781101
RL,-0.36041273614656555,0.5781061226413496
RMD,0.27786238517054546,-0.23643772184116896
ROK,0.34768301978819344,0.014953269510914741
ROL,0.37919795841703524,-0.7363976392531942
ROP,0.3182639943881919,-0.8660299103531395
ROST,0.8689222969356311,-0.23748954017072363
RSG,-0.31866199284187274,-1.3233529041466436
RTX,-0.9806079678739049,-0.7176055260630149
RVTY,0.07964962723887742,-0.3232360430439361
SBAC,0.5470299495894866,-0.5314166566542612
SBUX,0.8545174503016607,-0.3660680831844063
SCHW,-0.12180890635719491,0.39760413449651233
SHW,0.5761430534716742,-0.7103642503547636
SJM,-0.9636489211476421,-1.2199451876392038
SLB,-1.1722969564266257,0.7215152175585596
SNA,-0.01715326771107646,-0.45322494540149383
SNPS,1.0593429073420104,-0.6603957372987124
SO,-1.3774223398138545,-1.4357897160231872
SPG,-0.3030646415714788,0.7483144248710162
SPGI,0.7840754872021862,-0.4349895545676827
SRE,-0.8100048999795605,-1.1321311307658155
STE,0.15216038355768122,-0.6429780078717547
STLD,0.876888385970132,1.2496439437740092
STT,-0.4447721448152001,1.16569897691397
STX,1.4669864828984551,1.5058731550093085
STZ,0.6607884328214835,-0.28444046481414587
SWK,-0.6158982913604243,0.14288822468339893
SWKS,1.5482702704662041,1.3465052452043917
SYK,-0.08472969392841655,-0.7915022973967508
SYY,-0.7780641546206707,-0.6199881059495034
T,-2.082893092814777,-1.236105207308192
TAP,-1.5186277065942189,-0.6054999045012192
TDG,1.3488940881392582,0.05881526600301933
TDY,0.26148528944813454,-0.40961575313904586
TECH,-0.3758169074594633,-0.5542767280829823
TEL,0.1792417729692711,-0.24886575616002682
TER,1.4142101101453712,0.9654569330855732
TFC,-1.0592891015893309,0.4425935775730048
TFX,-0.36595147560341246,-0.6556484357127033
TGT,-0.48109485479895464,-0.37287550679563114
TJX,0.69514313993367,-0.6856639334382348
TMO,0.566852304194149,-0.7481437199605512
TMUS,0.2146106963047992,0.8196515206394582
TPR,-0.6161809008233197,1.0974652913004084
TRMB,-0.02781448620888572,0.4981250833947089
TROW,-0.5951013987680173,0.0918047744351473
TRV,-0.5749075751347618,-0.9564738551682713
TSCO,1.1071735868499848,-0.24326690304229004
TSN,-0.04666263841635812,-0.26137169275776806
TT,0.9907755042331297,-0.1744308510502614
TTWO,1.3083543101556663,0.7722831849452931
TXN,0.33458926580789694,-0.47382460426016276
TXT,0.41285228857396844,1.2963130189814616
TYL,1.4104125194940478,-0.2972082640402276
UAL,0.7678157373671972,2.609569269672508
UDR,-0.5704089288010421,0.017511510566833394
UHS,0.32866111049261576,0.19451407455979006
ULTA,2.3612637671053442,1.14700931207406
UNH,0.8651730166367712,-0.4884935120366635
UNP,0.1989183570374793,-0.5520857125527109
UPS,-0.9190128339040076,-0.9275983101572334
URI,2.859431281292705,1.8903383451735754
USB,-0.8947810009451683,0.357654459320262
V,0.8033649808003926,-0.5953808727872906
VFC,-1.1933479915105656,0.17606531377955187
VLO,0.36423582614999817,1.015850926737536
VMC,-0.461571993641129,0.2393643210652002
VRSN,0.2855949608977534,-0.4019643979459527
VRTX,1.1522671642729665,1.466863503329531
VTR,-1.034755797135401,0.5023262164716035
VTRS,-1.2579217480528846,0.40733757728852665
VZ,-1.7463408842784731,-1.505010086406731
WAB,0.06556950925695826,0.06172409163510652
WAT,0.13867693565657668,-0.502150684423547
WBA,-1.6576672226283387,-0.34450423578584194
WBD,-0.8499064065830427,0.8051951982433166
WDC,0.2816408922582026,1.4189304578650148
WEC,-0.7131473898956665,-1.3561259869330553
WELL,-0.8085129569952278,0.005631227818850508
WFC,-0.7029254924818812,0.951949470240432
WHR,-0.40261062254516455,0.7992133094340863
WM,-0.5074093507891269,-1.4540333103774221
WMB,-0.283872962674012,0.9461452368717893
WMT,-1.0548250008811269,-1.4443021137424306
WRB,-0.4120811621192508,-1.0111064772754925
WST,0.7967312596819055,-0.5491267458469696
WTW,-0.7077838944386626,-0.9058855113453703
WY,-1.120223524878529,0.5689286860883239
WYNN,-0.06377605784035556,2.190787137838442
XEL,-0.8974986735220504,-1.4653912879959867
XOM,-1.5763404798527054,-0.7405497655415684
XRAY,-1.4955057416386568,-0.4924439511180806
YUM,-0.3360183714836494,-0.8118495749304543
ZBH,-0.7803189291703321,-0.6249339894654685
ZBRA,0.8362061387857538,0.48298740490894915
ZION,-0.2647472251543208,1.8104463331302554
